timestamp,download,upload,ping,bytes_sent,bytes_received
2021-02-11T00:40:02.562602Z,115787276.81001368,8211558.784289589,23.413,10657792,146088454
2021-02-11T00:50:02.550036Z,115737051.43266496,7927080.048693409,22.868,9961472,145469722
2021-02-11T01:00:02.517006Z,116272239.0368956,11657988.547724022,22.4,14680064,145640848
2021-02-11T01:10:02.520035Z,116933376.04454572,10445908.64117718,25.576,13385728,146539014
2021-02-11T01:30:02.568840Z,116137810.91304407,11525295.027718183,22.939,14868480,145415568
2021-02-11T01:40:02.574052Z,115723175.0899909,10643242.09434851,22.944,13475840,144967962
2021-02-11T01:50:02.605578Z,116007285.45085955,11602548.539253902,23.146,14761984,146160134
2021-02-11T02:00:02.552063Z,114401030.53321134,11583924.923257658,19.845,14770176,143705488
2021-02-11T02:10:02.562060Z,116931323.34539527,11500033.729854254,26.052,14843904,146474620
2021-02-11T02:20:02.552407Z,116473079.36375767,11926878.662302405,25.143,15089664,146525820
2021-02-11T02:30:02.537602Z,115649731.06764051,11528553.480944252,23.793,14860288,146341500
2021-02-11T02:40:02.535693Z,115595335.36491759,11871799.941938924,17.631,14950400,145419900
2021-02-11T02:50:02.514774Z,116493833.28313158,11689781.13906195,19.464,14729216,146564618
2021-02-11T03:00:02.578353Z,116125514.6080012,11418603.888631325,22.218,14426112,145494534
2021-02-11T03:10:03.041494Z,113145588.93342772,10952319.103268033,18.398,14221312,141580692
2021-02-11T03:20:02.568654Z,100578877.46691974,11156325.153886901,16.022,14745600,126471568
2021-02-11T03:30:02.537889Z,93415136.15006785,10235045.749910854,16.989,13295616,117732516
2021-02-11T03:40:02.614354Z,116090679.33918782,11866011.429247485,19.696,14934016,146638460
2021-02-11T03:50:02.570065Z,107968150.77733707,11576980.48897451,24.998,14573568,135253156
2021-02-11T04:00:02.541748Z,116202200.34023038,11712750.047812205,22.359,14761984,146771580
2021-02-11T04:10:02.541530Z,117278346.71767275,11637451.434178865,22.495,15024128,146890128
2021-02-11T04:20:02.498036Z,115360313.88264994,11561243.041685818,22.824,15048704,144336630
2021-02-11T04:30:02.545023Z,115542445.3044646,11822996.405631687,13.834,14893056,144631420
2021-02-11T04:40:02.522874Z,109475782.86228995,11246027.464781407,16.903,14123008,138385020
2021-02-11T04:50:02.482653Z,108414476.70733647,11484933.541249556,17.92,14835712,136593020
2021-02-11T05:00:02.487538Z,110640407.06993566,10883111.788557624,22.731,14622720,138521094
2021-02-11T05:10:02.489950Z,110680122.46169792,10888847.735292412,16.993,14983168,138807814
2021-02-11T05:20:02.530907Z,110053151.0832948,10973109.968410246,20.699,14843904,138152454
2021-02-11T05:30:02.519703Z,115357751.34921715,11802816.84759386,15.392,14827520,144916762
2021-02-11T05:40:02.545931Z,116275048.49504353,11811113.065541307,21.773,14884864,145627654
2021-02-11T05:50:03.544398Z,116770508.34178875,11897269.76873655,20.18,14991360,146945660
2021-02-11T06:00:02.536883Z,116645907.16839485,11488312.20035412,17.762,14630912,146392700
2021-02-11T06:10:02.541904Z,113033852.69254683,11675222.87546004,19.579,14729216,142337660
2021-02-11T06:20:02.541832Z,114540468.16592422,11850385.951061351,21.012,15015936,143357328
2021-02-11T06:30:02.495294Z,116902032.1785189,11558002.631853642,21.61,14721024,146290300
2021-02-11T06:40:02.545499Z,117040324.84538412,11795702.575463647,18.96,14868480,146833020
2021-02-11T06:50:02.491104Z,115976219.54179586,11261575.898917936,20.456,14393344,146119174
2021-02-11T07:00:02.531833Z,117455524.08980754,11664449.155287324,19.291,14868480,146975596
2021-02-11T07:10:02.546858Z,116491093.39127785,11579308.95011792,22.103,14606336,146678042
2021-02-11T07:20:02.531112Z,116766904.05803107,11890796.312420027,18.522,15097856,146242054
2021-02-11T07:30:02.532405Z,109546231.49851246,11698646.77368954,21.99,14843904,138818054
2021-02-11T07:40:02.506218Z,116013517.2380184,11511973.159261895,18.388,14753792,146167420
2021-02-11T07:50:02.547042Z,115347974.00048986,11792881.224828556,18.294,15187968,146187900
2021-02-11T08:00:02.510976Z,116636539.27288774,11516819.133484028,19.989,14893056,146233984
2021-02-11T08:10:02.511344Z,115520342.04956028,11606279.526498547,18.212,14811136,146105980
2021-02-11T08:20:02.486086Z,115993482.70578276,11593436.542512175,19.864,14614528,145614460
2021-02-11T08:30:02.690008Z,116629657.3629834,11802692.409269053,17.541,14942208,145993340
2021-02-11T08:40:02.511658Z,116459898.81959759,11362951.652696172,20.525,14991360,147122694
2021-02-11T08:50:02.486161Z,116784699.5077369,11410446.153786512,20.328,14680064,146454140
2021-02-11T09:00:02.496524Z,116378117.98757829,11286586.918103164,20.021,14368768,146559494
2021-02-11T09:10:02.482098Z,115619886.29214959,11575959.3431621,18.652,14827520,146607740
2021-02-11T09:20:02.491136Z,115633161.80988635,11716703.605807468,16.608,14721024,146351740
2021-02-11T09:30:02.505614Z,116298230.78306006,11672978.464004016,18.26,14909440,146027014
2021-02-11T09:40:02.521760Z,116762946.77696702,11379377.539716244,18.811,14680064,147160700
2021-02-11T09:50:02.671411Z,116695797.92565545,11497305.671211692,21.475,14811136,147068540
2021-02-11T10:00:02.465733Z,117495734.56940678,11869876.55974737,18.636,15024128,147191420
2021-02-11T10:10:02.506909Z,116114345.65472652,10669031.790818376,18.108,13778944,146648700
2021-02-11T10:20:01.534152Z,117216119.48966756,11798131.814571021,17.832,15237120,147304060
2021-02-11T10:30:01.629986Z,117339254.48187467,11785659.436494056,16.618,14974976,147073664
2021-02-11T10:40:02.536261Z,116161699.52381328,11615726.708182251,20.186,14835712,146221574
2021-02-11T10:50:02.540751Z,115864805.64106098,11783600.779957065,18.061,15106048,146249340
2021-02-11T11:00:02.551569Z,117544610.46850239,11175993.475862361,16.907,14581760,147245574
2021-02-11T11:10:02.685741Z,116902627.5266879,11588182.555510025,18.127,14557184,146620934
2021-02-11T11:20:02.536287Z,116592988.03660466,11832552.172040077,17.744,15147008,147263100
2021-02-11T11:30:02.511097Z,116773772.94232959,11687384.016180363,15.92,14696448,147051014
2021-02-11T11:40:02.531434Z,116355185.55978498,11777284.278441604,20.139,15106048,145911420
2021-02-11T11:50:02.527108Z,116140729.4057183,11967845.490575524,18.679,15065088,146378128
2021-02-11T12:00:02.491788Z,115356566.76824693,11613166.922186308,19.927,14606336,146664848
2021-02-11T12:10:02.531292Z,116459501.59359908,11305730.930461433,19.789,14655488,146894460
